Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance (Ohms)","Tolerance","Power (Watts)","Built in Switch","Number of Turns","Taper","Number of Gangs","Adjustment Type","Temperature Coefficient","Rotation","Resistive Material","Termination Style","Actuator Type","Actuator Length","Actuator Diameter","Bushing Thread","Mounting Type"
https://www.bourns.com/docs/Product-Datasheets/3590.pdf,//media.digikey.com/Photos/Bourns%20Photos/3590P-2.jpg,3590P-2-203L-ND,3590P-2-203L,Bourns Inc.,POT 20K OHM 2W WIREWOUND LINEAR,107,0,"15.86000","0","1","Bulk","3590","Active","20k","±5%","2W","None","10","Linear","1","Side Adjustment","±50ppm/°C","3600°","Wirewound","PC Pins","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/6630.pdf,//media.digikey.com/photos/Bourns%20Photos/6630S0D-C28-A103.jpg,6630S0D-C28-A502-ND,6630S0D-C28-A502,Bourns Inc.,POT 5K OHM 1W PLASTIC LINEAR,280,0,"16.20000","0","1","Bulk","6630","Active","5k","±15%","1W","None","1","Linear","1","User Defined","±500ppm/°C","Continuous","Conductive Plastic","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/6630.pdf,//media.digikey.com/photos/Bourns%20Photos/6630S0D-C28-A103.jpg,6630S0D-C28-A103-ND,6630S0D-C28-A103,Bourns Inc.,POT 10K OHM 1W PLASTIC LINEAR,158,0,"16.20000","0","1","Bulk","6630","Active","10k","±15%","1W","None","1","Linear","1","User Defined","±500ppm/°C","Continuous","Conductive Plastic","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3590.pdf,//media.digikey.com/photos/Bourns%20Photos/3590S-1-SERIES.jpg,3590S-1-104L-ND,3590S-1-104L,Bourns Inc.,POT 100K OHM 2W WIREWOUND LINEAR,122,0,"16.87000","0","1","Bulk","3590","Active","100k","±5%","2W","None","10","Linear","1","User Defined","±50ppm/°C","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.248"" (6.30mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3590.pdf,//media.digikey.com/Photos/Bourns%20Photos/3590S-6.jpg,3590S-6-103L-ND,3590S-6-103L,Bourns Inc.,POT 10K OHM 2W WIREWOUND LINEAR,290,0,"17.34000","0","1","Bulk","3590","Active","10k","±5%","2W","None","10","Linear","1","User Defined","±50ppm/°C","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.236"" (6.00mm)","M9 x 0.375","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151833,//media.digikey.com/photos/Honeywell%20Photos/53C3-Series.jpg,480-5892-ND,53C320K,Honeywell Sensing and Productivity Solutions,POT 20K OHM 2W PLASTIC LINEAR,240,0,"17.60000","0","1","Bulk","53C","Active","20k","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/6539.pdf,//media.digikey.com/Photos/Bourns%20Photos/6639S-1-103.jpg,6639S-1-502-ND,6639S-1-502,Bourns Inc.,POT 5K OHM 1W PLASTIC LINEAR,176,0,"17.60000","0","1","Bulk","6639","Active","5k","±15%","1W","None","1","Linear","1","User Defined","±500ppm/°C","Continuous","Conductive Plastic","Solder Turret","Slotted","0.875"" (22.23mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/7280.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/7286R1KL.25.jpg,987-1133-ND,7286R1KL.25,TT Electronics/BI,POT 1K OHM 2W WIREWOUND LINEAR,122,0,"17.99000","0","1","Bulk","7280","Active","1k","±5%","2W","None","10","Linear","1","User Defined","±20ppm/°C","3600°","Wirewound","Solder Turret","Slotted","0.812"" (20.63mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Precision%20Electronic%20Components%20Ltd%20PDFs/Series%20GU.pdf,//media.digikey.com/Photos/Precision%20Elec%20Comp%20Photos/GU1011S26.jpg,GU2011S26-ND,GU2011S26,Precision Electronics Corporation,POT 200 OHM 2W WIREWOUND LINEAR,456,0,"18.10000","0","1","Bulk","GU","Active","200","±5%","2W","None","10","Linear","1","User Defined","-","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Precision%20Electronic%20Components%20Ltd%20PDFs/Series%20GU.pdf,//media.digikey.com/Photos/Precision%20Elec%20Comp%20Photos/GU1011S26.jpg,GU1021S26-ND,GU1021S26,Precision Electronics Corporation,POT 1K OHM 2W WIREWOUND LINEAR,314,0,"18.10000","0","1","Bulk","GU","Active","1k","±5%","2W","None","10","Linear","1","User Defined","-","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Precision%20Electronic%20Components%20Ltd%20PDFs/Series%20GU.pdf,//media.digikey.com/Photos/Precision%20Elec%20Comp%20Photos/GU1011S26.jpg,GU2531S26-ND,GU2531S26,Precision Electronics Corporation,POT 25K OHM 2W WIREWOUND LINEAR,237,0,"18.10000","0","1","Bulk","GU","Active","25k","±5%","2W","None","10","Linear","1","User Defined","-","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
http://www.vishay.com/docs/51036/p16pa16.pdf,//media.digikey.com/Photos/Vishay%20Sfernice/P16%20Series.jpg,P16NP-220K-ND,P16NP224MAB15,Vishay Sfernice,POT 220K OHM 1W CERMET LINEAR,158,0,"18.23000","0","1","Bulk","P16","Active","220k","±20%","1W","None","1","Linear","1","User Defined","±150ppm/°C","300°","Cermet","Solder Lug","Knob","0.346"" (8.80mm)","0.630"" (16.00mm)","M10 x 0.75","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3549.pdf,//media.digikey.com/Photos/Bourns%20Photos/3549S-1AA-104.jpg,3549S-1AA-102A-ND,3549S-1AA-102A,Bourns Inc.,POT 1K OHM 2W WIREWOUND LINEAR,219,0,"18.25000","0","1","Tray","3549","Active","1k","±3%","2W","None","10","Linear","1","User Defined","±50ppm/°C","3600°","Wirewound","Solder Lug","Slotted","0.813"" (20.64mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/7280.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/7286R1KL.25.jpg,987-1135-ND,7286R2KL.25,TT Electronics/BI,POT 2K OHM 2W WIREWOUND LINEAR,108,0,"18.25000","0","1","Bulk","7280","Active","2k","±5%","2W","None","10","Linear","1","User Defined","±20ppm/°C","3600°","Wirewound","Solder Turret","Slotted","0.812"" (20.63mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://www.vishay.com/docs/57065/533534.pdf,//media.digikey.com/Photos/Vishay%20Spectrol%20Photos/533.534.535%20Series.jpg,534B1101JC-ND,534B1101JC,Vishay Spectrol,POT 100 OHM 2W WIREWOUND LINEAR,172,0,"18.90000","0","1","Bulk","534","Active","100","±5%","2W","None","10","Linear","1","User Defined","20ppm/°C","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
http://www.vishay.com/docs/57065/533534.pdf,//media.digikey.com/Photos/Vishay%20Spectrol%20Photos/533.534.535%20Series.jpg,534B1501JC-ND,534B1501JC,Vishay Spectrol,POT 500 OHM 2W WIREWOUND LINEAR,133,0,"18.90000","0","1","Bulk","534","Active","500","±5%","2W","None","10","Linear","1","User Defined","20ppm/°C","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Precision%20Electronic%20Components%20Ltd%20PDFs/MIL%20Style%20RV4.pdf,//media.digikey.com/Photos/Precision%20Elec%20Comp%20Photos/KA5041S28.jpg,KA5041S28-ND,KA5041S28,Precision Electronics Corporation,POT 500K OHM 2W CARBON LOG,747,0,"19.34000","0","1","Bulk","K","Active","500k","±10%","2W","None","1","Logarithmic","1","User Defined","-","314°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.249"" (6.32mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151833,//media.digikey.com/photos/Honeywell%20Photos/53C1%20SERIES.jpg,480-6572-ND,53C11MEGZ,Honeywell Sensing and Productivity Solutions,POT 1M OHM 2W PLASTIC LOG,153,0,"19.40000","0","1","Bulk","53C","Active","1M","±20%","2W","None","1","Logarithmic","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Round","2.000"" (50.80mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/7280.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/7286R1KL.25.jpg,987-1137-ND,7286R50KL.25,TT Electronics/BI,POT 50K OHM 2W WIREWOUND LINEAR,166,0,"20.28000","0","1","Bulk","7280","Active","50k","±5%","2W","None","10","Linear","1","User Defined","±20ppm/°C","3600°","Wirewound","Solder Turret","Slotted","0.812"" (20.63mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151834,//media.digikey.com/Photos/Honeywell%20Photos/392JA1MEG.JPG,392JA103-ND,392JA10K,Honeywell Sensing and Productivity Solutions,POT 10K OHM 1/2W PLASTIC LINEAR,1231,0,"21.01000","0","1","Bulk","392","Not For New Designs","10k","±10%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151834,//media.digikey.com/Photos/Honeywell%20Photos/392JA5K.JPG,392JA502-ND,392JA5K,Honeywell Sensing and Productivity Solutions,POT 5K OHM 1/2W PLASTIC LINEAR,682,0,"21.01000","0","1","Bulk","392","Not For New Designs","5k","±10%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
"//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/81,82,85,86.pdf",//media.digikey.com/Photos/Bourns%20Photos/82A2A-B28-A15%5EA15L.JPG,82A2A-B28-A15/A15L-ND,82A2A-B28-A15/A15L,Bourns Inc.,POT 10K OHM 1W CERMET LINEAR,193,0,"21.38000","0","1","Tray","82","Active","10k","±10%","1W","None","1","Linear","2","User Defined","±150ppm/°C","300°","Cermet","Solder Hook","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3547.pdf,//media.digikey.com/Photos/Bourns%20Photos/3548S-1AA-102A.jpg,3547S-1AA-502A-ND,3547S-1AA-502A,Bourns Inc.,POT 5K OHM 1W WIREWOUND LINEAR,138,0,"21.95000","0","1","Tray","3547","Active","5k","±3%","1W","None","3","Linear","1","User Defined","±50ppm/°C","1080°","Wirewound","Solder Lug","Slotted","0.813"" (20.64mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151834,//media.digikey.com/photos/Honeywell%20Photos/392%20Series_Solder%20Hook.jpg,392C310K-ND,392C310K,Honeywell Sensing and Productivity Solutions,POT 10K OHM 1/2W PLASTIC LINEAR,190,0,"22.91000","0","1","Bulk","392","Not For New Designs","10k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
http://www.vishay.com/docs/57065/533534.pdf,//media.digikey.com/Photos/Vishay%20Spectrol%20Photos/533.534.535%20Series.jpg,533B1502JC-ND,533B1502JC,Vishay Spectrol,POT 5K OHM 1W WIREWOUND LINEAR,182,0,"24.95000","0","1","Bulk","533","Active","5k","±5%","1W","None","3","Linear","1","User Defined","20ppm/°C","1080°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3540.pdf,//media.digikey.com/photos/Bourns%20Photos/3540S-1-503L.JPG,3540S-1-203L-ND,3540S-1-203L,Bourns Inc.,POT 20K OHM 2W WIREWOUND LINEAR,135,0,"26.57000","0","1","Tray","3540","Active","20k","±5%","2W","None","10","Linear","1","User Defined","±50ppm/°C","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3540.pdf,//media.digikey.com/photos/Bourns%20Photos/3540S-1-503L.JPG,3540S-1-104L-ND,3540S-1-104L,Bourns Inc.,POT 100K OHM 2W WIREWOUND LINEAR,101,0,"33.24000","0","1","Tray","3540","Active","100k","±5%","2W","None","10","Linear","1","User Defined","±50ppm/°C","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
http://www.vishay.com/docs/51037/pe30.pdf,//media.digikey.com/Photos/Vishay%20Sfernice/PE30L0FL472KAB.jpg,PE30FL-4.7KA-ND,PE30L0FL472KAB,Vishay Sfernice,POT 4.7K OHM 3W CERMET LINEAR,168,0,"33.96000","0","1","Bulk","PE30","Active","4.7k","±10%","3W","None","1","Linear","1","User Defined","±150ppm/°C","300°","Cermet","Solder Lug","Slotted","0.984"" (25.00mm)","0.236"" (6.00mm)","M10 x 0.75","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Precision%20Electronic%20Components%20Ltd%20PDFs/MIL%20Style%202RV7.pdf,//media.digikey.com/photos/Precision%20Elec%20Comp%20Photos/KKB1041S28.JPG,KKA1041S28-ND,KKA1041S28,Precision Electronics Corporation,POT 100K OHM 2W CARBON LOG,103,0,"37.32000","0","1","Bulk","KK","Active","100k","±10%","2W","None","1","Logarithmic","2","User Defined","-","314°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.249"" (6.32mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/6637.pdf,//media.digikey.com/Photos/Bourns%20Photos/6637S%20SERIES.JPG,6637S-1-103-ND,6637S-1-103,Bourns Inc.,POT 10K OHM 1W PLASTIC LINEAR,218,0,"38.40000","0","1","Tray","6637","Active","10k","±10%","1W","None","1","Linear","1","User Defined","±500ppm/°C","Continuous","Conductive Plastic","Solder Turret","Slotted","0.875"" (22.23mm)","0.1248"" (3.17mm)","3/8-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Precision%20Electronic%20Components%20Ltd%20PDFs/MIL%20Style%202RV7.pdf,//media.digikey.com/photos/Precision%20Elec%20Comp%20Photos/KKB1041S28.JPG,KKA5041S28-ND,KKA5041S28,Precision Electronics Corporation,POT 500K OHM 2W CARBON LOG,101,0,"39.96000","0","1","Bulk","KK","Active","500k","±10%","2W","None","1","Logarithmic","2","User Defined","-","314°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.249"" (6.32mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/8384.pdf,//media.digikey.com/photos/Bourns%20Photos/83A1D-B24.jpg,83A1D-B24-J15L-ND,83A1D-B24-J15L,Bourns Inc.,POT 10K OHM 1W WIREWOUND LINEAR,218,0,"40.88000","0","1","Tray","83","Active","10k","±5%","1W","None","10","Linear","1","Side Adjustment","±50ppm/°C","3600°","Wirewound","PC Pins","Slotted","0.750"" (19.05mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/8384.pdf,//media.digikey.com/photos/Bourns%20Photos/83A1D-B24.jpg,83A1A-B28-J15L-ND,83A1A-B28-J15L,Bourns Inc.,POT 10K OHM 1W WIREWOUND LINEAR,188,0,"40.88000","0","1","Tray","83","Active","10k","±5%","1W","None","10","Linear","1","Side Adjustment","±50ppm/°C","3600°","Wirewound","PC Pins","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://www.vishay.com/docs/57042/157.pdf,//media.digikey.com/photos/Vishay%20Spectrol%20Photos/157-21202.JPG,157S202MX-ND,157S202MX,Vishay Spectrol,POT 2K OHM 1W PLASTIC LINEAR,188,0,"44.08000","0","1","Bulk","157","Active","2k","±20%","1W","None","1","Linear","1","User Defined","±600ppm/°C","Continuous","Conductive Plastic","Solder Turret","Round","0.500"" (12.70mm)","0.1248"" (3.17mm)","-","Servo Mount"
https://www.bourns.com/docs/Product-Datasheets/3540.pdf,//media.digikey.com/photos/Bourns%20Photos/3541H-1-202L.JPG,3541H-1-202L-ND,3541H-1-202L,Bourns Inc.,POT 2K OHM 2W HYBRITRON LINEAR,198,0,"54.45000","0","1","Tray","Hybritron® 3541","Active","2k","±10%","2W","None","10","Linear","1","User Defined","±100ppm/°C","3600°","Hybritron®","Solder Lug","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151848,//media.digikey.com/Photos/Honeywell%20Photos/73JA100K.JPG,480-5906-ND,73JA10K,Honeywell Sensing and Productivity Solutions,POT 10K OHM 2W WIREWOUND LINEAR,266,0,"56.89000","0","1","Bulk","73JA","Not For New Designs","10k","±5%","2W","None","10","Linear","1","User Defined","±20ppm/°C","3600°","Wirewound","Solder Lug","Slotted","0.813"" (20.64mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151848,//media.digikey.com/Photos/Honeywell%20Photos/73JA100K.JPG,73JA502-ND,73JA5K,Honeywell Sensing and Productivity Solutions,POT 5K OHM 2W WIREWOUND LINEAR,111,0,"56.89000","0","1","Bulk","73JA","Not For New Designs","5k","±5%","2W","None","10","Linear","1","User Defined","±20ppm/°C","3600°","Wirewound","Solder Lug","Slotted","0.813"" (20.64mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://www.ohmite.com/assets/docs/controls_rheostats.pdf?r=false,//media.digikey.com/photos/Ohmite%20Photos/RHS%20SERIES.jpg,RHS250E-ND,RHS250E,Ohmite,POT 250 OHM 25W WIREWOUND LINEAR,151,0,"61.36000","0","1","Bulk","H","Active","250","±10%","25W","None","1","Linear","1","User Defined","-","300°","Wirewound","Solder Lug","Flatted","0.750"" (19.05mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://www.ohmite.com/assets/docs/controls_rheostats.pdf?r=false,//media.digikey.com/photos/Ohmite%20Photos/RJS%20SERIES.jpg,RJS50RE-ND,RJS50RE,Ohmite,POT 50 OHM 50W WIREWOUND LINEAR,126,0,"76.13000","0","1","Bulk","J","Active","50","±10%","50W","None","1","Linear","1","User Defined","-","300°","Wirewound","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.nidec-copal-electronics.com/e/catalog/potentiometer/jt22.pdf,//media.digikey.com/Photos/Copal%20Photos/JT22-120-500.jpg,563-2037-ND,JT22-120-500,Nidec Copal Electronics,POT OPTICAL CONTACTLESS LINEAR,167,0,"90.00000","0","1","Tray","JT22","Active","-","-","-","None","1","Linear","1","User Defined","-","120°","-","Wire Leads","Flatted","0.630"" (16.00mm)","0.118"" (3.00mm)","M9 x 0.75","Panel Mount"
http://www.ohmite.com/assets/docs/controls_rheostats.pdf?r=false,-,RKS1R0E-ND,RKS1R0E,Ohmite,POT 1 OHM 100W WIREWOUND LINEAR,35,0,"139.36000","0","1","Bulk","K","Active","1","±10%","100W","None","1","Linear","1","User Defined","-","300°","Wirewound","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3610.pdf,//media.digikey.com/Photos/Bourns%20Photos/3610S-1.jpg,3610S-1-103-ND,3610S-1-103,Bourns Inc.,POT 10K OHM 1.5W WIREWOUND LIN,76,0,"142.98000","0","1","Bulk","Knobpot® 3610","Active","10k","±5%","1.5W","None","10","Linear","1","User Defined","±50ppm/°C","3600°","Wirewound","Solder Hook","Knob","0.740"" (18.80mm)","0.875"" (22.23mm)","-","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/6574.pdf,//media.digikey.com/photos/Bourns%20Photos/6574S.jpg,6574S-1-502-ND,6574S-1-502,Bourns Inc.,POT 5K OHM 2W PLASTIC LINEAR,40,0,"148.32000","0","1","Bulk","6574","Active","5k","±10%","2W","None","1","Linear","1","User Defined","±500ppm/°C","Continuous","Conductive Plastic","Solder Turret","Round","0.625"" (15.88mm)","0.2497"" (6.34mm)","-","Servo Mount"
https://www.bourns.com/docs/Product-Datasheets/6574.pdf,//media.digikey.com/photos/Bourns%20Photos/6574S.jpg,6574S-1-103-ND,6574S-1-103,Bourns Inc.,POT 10K OHM 2W PLASTIC LINEAR,35,0,"148.32000","0","1","Bulk","6574","Active","10k","±10%","2W","None","1","Linear","1","User Defined","±500ppm/°C","Continuous","Conductive Plastic","Solder Turret","Round","0.625"" (15.88mm)","0.2497"" (6.34mm)","-","Servo Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/P160.pdf,//media.digikey.com/Photos/TT%20Electronics-Optek%20Photos/P160KN-0EB10B100K.jpg,987-1297-ND,P160KN-0EB10B100K,TT Electronics/BI,POT 100K OHM 1/5W PLASTIC LINEAR,1128,0,"0.79000","0","1","Tray","P160","Active","100k","±20%","0.2W, 1/5W","None","1","Linear","1","Side Adjustment","-","300°","Conductive Plastic","PC Pins","Slotted","0.394"" (10.00mm)","0.236"" (6.00mm)","M7 x 0.75","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3310.pdf,//media.digikey.com/Photos/Bourns%20Photos/3310C-101-203L.jpg,3310C-101-204L-ND,3310C-101-204L,Bourns Inc.,POT 200K OHM 1/4W PLASTIC LINEAR,2840,0,"3.14000","0","1","Bulk","Pro Audio 3310","Active","200k","±20%","0.25W, 1/4W","None","1","Linear","1","Side Adjustment","±1000ppm/°C","300°","Conductive Plastic","PC Pins","Flatted","0.500"" (12.70mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/P09x.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/P091P-FC25BR10K.JPG,987-1282-ND,P091P-FC25BR10K,TT Electronics/BI,POT 10K OHM 1/20W PLASTIC LINEAR,2766,0,"3.30000","0","1","Tray","P09x","Active","10k","±20%","0.05W, 1/20W","None","1","Linear","1","Side Adjustment","-","300°","Conductive Plastic","PC Pins, Board Locks","Flatted","0.984"" (25.00mm)","0.236"" (6.00mm)","M7 x 0.75","Panel Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/P09x.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/P091P-FC25BR10K.JPG,987-1763-ND,P091P-FC25CR5K,TT Electronics/BI,POT 5K OHM 1/40W PLASTIC R-LOG,1112,0,"3.30000","0","1","Tray","P09x","Active","5k","±20%","0.025W, 1/40W","None","1","Reverse Logarithmic","1","Side Adjustment","-","300°","Conductive Plastic","PC Pins, Board Locks","Flatted","0.984"" (25.00mm)","0.236"" (6.00mm)","M7 x 0.75","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/pda24.pdf,//media.digikey.com/Photos/Bourns%20Photos/PDA24.JPG,PDA241-SRT02-504A2-ND,PDA241-SRT02-504A2,Bourns Inc.,POT 500K OHM 1/4W CARBON LOG,687,0,"3.65000","0","1","Bulk","Pro Audio PDA24","Active","500k","±15%","0.25W, 1/4W","None","1","Logarithmic","1","User Defined","-","300°","Carbon","Solder Lug","Round","0.748"" (19.00mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3360.pdf,//media.digikey.com/Photos/Bourns%20Photos/3360P-1-203LF.JPG,3360P-1-203LF-ND,3360P-1-203LF,Bourns Inc.,POT 20K OHM 1/4W PLASTIC LINEAR,101,0,"3.84000","0","1","Tray","3360","Active","20k","±20%","0.25W, 1/4W","None","1","Linear","1","Top Adjustment","±1000ppm/°C","310°","Conductive Plastic","PC Pins","Slotted","0.500"" (12.70mm)","0.093"" (2.36mm)","1/4-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,"//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single,%20with%20Switch.jpg",CT3051-ND,450T328S502A1A1,CTS Electrocomponents,POT 5K OHM 1/2W CARBON LINEAR,317,0,"3.86000","0","1","Bulk","450","Active","5k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/450.pdf,"//media.digikey.com/Photos/CTS%20Photos/450%20Series%20Single,%20with%20Switch.jpg",CT3053-ND,450T328S503A1A1,CTS Electrocomponents,POT 50K OHM 1/2W CARBON LINEAR,250,0,"3.86000","0","1","Bulk","450","Active","50k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/P08.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/P082D-27CBR10K.jpg,987-1382-ND,P082D-27CBR10K,TT Electronics/BI,POT 10K OHM 1/20W PLASTIC LINEAR,291,0,"4.00000","0","1","Tray","P08x","Active","10k","±20%","0.05W, 1/20W","None","1","Linear","2","Side Adjustment","-","300°","Conductive Plastic","PC Pins","Flatted","0.827"" (21.00mm)","0.138"" (3.50mm), 0.197"" (5.00mm)","M7 x 0.75","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/PDB241-GTR.pdf,//media.digikey.com/Photos/Bourns%20Photos/PDB241-GTR03-504A2.JPG,PDB241-GTR03-504A2-ND,PDB241-GTR03-504A2,Bourns Inc.,POT 500K OHM 1/4W CARBON LOG,379,0,"4.16000","0","1","Bulk","Pro Audio PDB241-GTR","Active","500k","±20%","0.25W, 1/4W","None","1","Logarithmic","1","User Defined","-","300°","Carbon","Solder Lug","Knurled and Slotted","1.083"" (27.50mm)","0.236"" (6.00mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/PDB241-GNL.pdf,//media.digikey.com/Photos/Bourns%20Photos/PDBxxx-Series.jpg,PDB241-GNL02-254B0-ND,PDB241-GNL02-254B0,Bourns Inc.,POT 250K OHM 1/4W CARBON LINEAR,275,0,"4.16000","0","1","Bulk","Pro Audio PDB241-GNL","Active","250k","±20%","0.25W, 1/4W","None","1","Linear","1","User Defined","-","300°","Carbon","Solder Lug","Round","0.748"" (19.00mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
