Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Usage","Dimensions - Overall","Material","Features"
http://documents.protektivepak.com/PDF/37130.pdf,-,37134-ND,37134,Desco,BOX BIN REEL/DIP TUBE 18X6X9,0,0,"6.95000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage","18.00"" L x 6.00"" W x 9.00"" H (457.2mm x 152.4mm x 228.6mm)","Corrugated Fiberboard","Conductive"
http://documents.protektivepak.com/PDF/37130.pdf,-,37131-ND,37131,Desco,BOX BIN REEL/DIP TUBE 24X2X9,0,0,"7.03000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage","24.00"" L x 2.00"" W x 9.00"" H (609.6mm x 50.8mm x 228.6mm)","Corrugated Fiberboard","Conductive"
http://documents.protektivepak.com/PDF/37050.pdf,-,37078-ND,37078,Desco,SHIPPR CIRBD 20-1/2X15-1/2X2-1/2,0,0,"7.04000","0","1","Protektive Pak®","Active","Box","Storage, Shipping","20.50"" L x 15.50"" W x 2.50"" H (520.7mm x 393.7mm x 63.5mm)","Corrugated Fiberboard","Conductive, Dissipative, Hinged Lid"
http://documents.protektivepak.com/PDF/37100.pdf,-,37117-ND,37117,Desco,BOX OPEN BIN 24X12X6-3/8,0,0,"7.06000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage","24.00"" L x 12.00"" W x 6.38"" H (609.6mm x 304.8mm x 162.1mm)","Corrugated Fiberboard","Conductive"
http://documents.protektivepak.com/PDF/37050.pdf,-,37063-ND,37063,Desco,SHIPPR CIRBD 12-1/2X10-1/2X1-1/2,0,0,"7.14000","0","1","Protektive Pak®","Active","Card Carrier","Storage, Shipping","12.50"" L x 10.50"" W x 1.50"" H (317.5mm x 266.7mm x 38.1mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37620.pdf,-,37620-ND,37620,Desco,TOTE NESTING TOP OD 12X9X4,0,0,"7.25000","0","1","Protektive Pak®","Active","Tote","Storage, Transport","12.00"" L x 9.00"" W x 4.00"" H (304.8mm x 228.6mm x 101.6mm)","Corrugated Fiberboard","Conductive, Stackable"
http://documents.mendapump.com/PDF/37033.pdf,-,37033-ND,37033,Desco,CB SHPPR 7X5X1-1/2,0,0,"7.25000","0","1","Protektive Pak®","Active","Box","Storage, Shipping","7.00"" L x 5"" W x 1.50"" H (177.8mm x 127.0mm x 38.1mm)","Corrugated Fiberboard","Conductive, Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37130.pdf,-,37133-ND,37133,Desco,BOX BIN REEL/DIP TUBE 24X4X9,0,0,"7.55000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage","24.00"" L x 4.00"" W x 9.00"" H (609.6mm x 101.6mm x 228.6mm)","Corrugated Fiberboard","Conductive"
http://documents.desco.com/PDF/38841.pdf,-,38843-ND,38843,Desco,SHIPPER PLASTEK CIRCUIT BOARD,0,0,"7.64000","0","1","Protektive Pak Plastek™","Active","Card Carrier","Storage, Shipping","7.00"" L x 5.00"" W x 1.50"" H (177.8mm x 127.0mm x 38.1mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Dissipative Foam Insert"
http://documents.protektivepak.com/PDF/37590.pdf,-,37598-ND,37598,Desco,BOX CLOSED BIN 24-3/4X2X4-1/2,0,0,"7.66020","0","250","Protektive Pak®","Active","Box","Storage","24.75"" L x 2.00"" W x 4.50"" H (457.2mm x 50.8mm x 114.3mm)","Corrugated Fiberboard","Conductive, Dissipative, Lid Included"
http://documents.desco.com/PDF/38840.pdf,-,38848-ND,38848,Desco,SHIPPER PLASTEK CIRCUIT BOARD,0,0,"7.87000","0","1","Protektive Pak Plastek™","Active","Card Carrier","Storage, Shipping","10.50"" L x 8.50"" W x 1.50"" H (266.7mm x 215.9mm x 38.1mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/37050.pdf,-,37090DES-ND,37090,Desco,SHIPPER CIRC BD BOX ONLY 22X15X3,0,0,"8.29260","0","100","Protektive Pak®","Active","Box","Storage, Shipping","22.00"" L x 15.00"" W x 3.00"" H (558.8mm x 381.0mm x 76.2mm)","Corrugated Fiberboard","Conductive, Dissipative, Hinged Lid"
http://documents.protektivepak.com/PDF/37130.pdf,-,37135-ND,37135,Desco,BOX BIN REEL/DIP TUBE 24X6X9,0,0,"8.38000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage","24.00"" L x 6.00"" W x 9.00"" H (609.6mm x 152.4mm x 228.6mm)","Corrugated Fiberboard","Conductive"
http://documents.desco.com/PDF/38841.pdf,-,38841-ND,38841,Desco,SHIPPER PLASTEK CIRCUIT BOARD,0,0,"8.44000","0","1","Protektive Pak Plastek™","Active","Card Carrier","Storage, Shipping","6.19"" L x 6.00"" W x 1.50"" H (157.2mm x 152.4mm x 38.1mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Dissipative Foam Insert"
http://documents.desco.com/PDF/38900.pdf,-,38900-ND,38900,Desco,BOX OPEN BIN PLASTEK 12X2X4,0,0,"8.50000","0","1","Protektive Pak Plastek™","Active","Workstation Organizer","Storage","12.00"" L x 2.00"" W x 4.00"" H (304.8mm x 50.8mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/37050.pdf,-,37065-ND,37065,Desco,SHIPPR CIRBD 12-1/2X10-1/2X2-1/2,0,0,"8.52000","0","1","Protektive Pak®","Active","Card Carrier","Storage, Shipping","12.50"" L x 10.50"" W x 2.50"" H (317.5mm x 266.7mm x 63.5mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37590.pdf,-,37592-ND,37592,Desco,BOX CLOSED BIN 12X12X4-1/2,0,0,"8.53000","0","1","Protektive Pak®","Active","Box","Storage","12.00"" L x 12.00"" W x 4.50"" H (304.8mm x 304.8mm x 114.3mm)","Corrugated Fiberboard","Conductive, Dissipative, Lid Included"
http://documents.desco.com/PDF/38840.pdf,-,38851-ND,38851,Desco,SHIPPER PLASTEK CIRCUIT BOARD,0,0,"8.84000","0","1","Protektive Pak Plastek™","Active","Card Carrier","Storage, Shipping","10.50"" L x 8.50"" W x 2.50"" H (266.7mm x 215.9mm x 63.5mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
-,-,2079-TP2535-ND,TP2535,"Conductive Containers, Inc.",TACKI PAK 3 1/2 X 2 9/16 X 1/2"",20,0,"8.89000","0","1","Tacki Pak","Active","Box","Storage","2.56"" L x 3.50"" W x 0.50"" H (65.1mm x 88.9mm x 12.7mm)","Plastic","Hinged Lid"
http://documents.protektivepak.com/PDF/47555.pdf,-,47555-ND,47555,Desco,ORGANIZER COMPACT CORRUGATED,0,0,"9.12000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage","11.25"" L x 8.00"" W x 2.25"" H (285.8mm x 327.2mm x 57.2mm)","Corrugated Fiberboard","Dissipative"
http://documents.mendapump.com/PDF/37033.pdf,-,37034-ND,37034,Desco,CB SHPPR 7X5X2-1/2,0,0,"9.14000","0","1","Protektive Pak®","Active","Box","Storage, Shipping","7.00"" L x 5"" W x 2.50"" H (177.8mm x 127.0mm x 63.5mm)","Corrugated Fiberboard","Conductive, Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37500.pdf,-,37530D-ND,37530,Desco,CONTAINER21-7/8X18-7/8X4-1/4"",0,0,"9.17000","0","1","Protektive Pak®","Active","Box","Storage, Transport","21.88"" L x 18.88"" W x 4.25"" H (555.8mm x 479.6mm x 108.0mm)","Corrugated Fiberboard","Dissipative"
https://www.descoindustries.com/PDF/38841.pdf,-,16-38846-ND,38846,Desco,PLASTEK CIRCUIT BOARD SHIPPER WI,0,0,"9.19000","0","1","Plastek™","Active","Card Carrier","Storage, Shipping","7.00"" L x 5.00"" W x 2.50"" H (177.8mm x 127.0mm x 63.5mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Dissipative Foam Insert"
http://documents.protektivepak.com/PDF/37590.pdf,//media.digikey.com/Photos/Desco%20Photos/37594.jpg,37594-ND,37594,Desco,BOX CLOSED BIN 18X6X4-1/2,0,0,"9.20000","0","1","Protektive Pak®","Active","Box","Storage","18.00"" L x 6.00"" W x 4.50"" H (457.2mm x 152.4mm x 114.3mm)","Corrugated Fiberboard","Conductive, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37000.pdf,-,37011-ND,37011,Desco,SHIPPER ESD SMALL 12-7/8X4X1,0,0,"9.23100","0","250","Protektive Pak®","Active","Box","Storage, Shipping","12.88"" L x 4.00"" W x 1.00"" H (327.2mm x 101.6mm x 25.4mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37500.pdf,-,37508-ND,37508,Desco,STORAGE CONT 16-7/8X10X3-1/2,0,0,"9.33000","0","1","Protektive Pak®","Active","Tote","Storage","16.88"" L x 10.00"" W x 3.50"" H (428.6mm x 254.0mm x 88.9mm)","Corrugated Fiberboard","Dissipative"
http://documents.desco.com/PDF/38900.pdf,-,38901-ND,38901,Desco,BOX OPEN BIN PLASTEK 12X4X4,0,0,"9.51000","0","1","Protektive Pak Plastek™","Active","Workstation Organizer","Storage","12.00"" L x 4.00"" W x 4.00"" H (304.8mm x 101.6mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/37050.pdf,-,37086-ND,37086,Desco,SHIPPER CIRC BD BOX ONLY 16X15X3,0,0,"9.53000","0","1","Protektive Pak®","Active","Box","Storage, Shipping","16.00"" L x 15.00"" W x 3.00"" H (406.4mm x 381.0mm x 76.2mm)","Corrugated Fiberboard","Conductive, Dissipative, Hinged Lid"
-,-,2079-3320-8-ND,3320-8,"Conductive Containers, Inc.",CORREC-PAK SHIPPER 12.5 X 10.5 X,24,0,"9.59000","0","1","Correc Pak","Active","Card Carrier","Storage, Shipping","12.05"" L x 10.50"" W x 2.50"" H (306.1mm x 266.7mm x 63.5mm)","-","Dissipative Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37050.pdf,-,37069-ND,37069,Desco,SHIPPR CIRBD 15-1/2X12-1/2X1-1/2,0,0,"9.86000","0","1","Protektive Pak®","Active","Card Carrier","Storage, Shipping","15.50"" L x 12.50"" W x 1.50"" H (393.7mm x 317.5mm x 38.1mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0979_Web.pdf,-,PIS-0979-ND,PIS-0979,Pi Supply,IFIXIT ANTI-STATIC PROJECT TRAY,0,0,"10.11600","0","5","iFixit","Active","Tray","Storage","-","Plastic","20 Cells, Anti-Static"
http://documents.protektivepak.com/PDF/37500.pdf,-,37501-ND,37501,Desco,STORAGE CONT 16-7/8X10X5-3/8,0,0,"10.34000","0","1","Protektive Pak®","Active","Tote","Storage","16.88"" L x 10.00"" W x 5.38"" H (428.6mm x 254.0mm x 136.7mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/39201.pdf,-,39209-ND,39209,Desco,TRY 9-7/8X7-9/16X1 10CELL,0,0,"10.38000","0","1","Protektive Pak®","Active","Tray","Storage, Transport","9.88"" L x 7.56"" W x 1.00"" H (251.0mm x 192.0mm x 25.4mm)","Styrene","10 Cells, Chemical and Moisture Resistant, Conductive"
http://documents.desco.com/PDF/38900.pdf,-,38902-ND,38902,Desco,BOX OPEN BIN PLASTEK 12X6X4,0,0,"10.46000","0","1","Protektive Pak Plastek™","Active","Workstation Organizer","Storage","12.00"" L x 6.00"" W x 4.00"" H (304.8mm x 152.4mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.desco.com/PDF/38900.pdf,-,38909-ND,38909,Desco,BOX OPEN BIN PLASTEK 18X2X4,0,0,"10.47000","0","1","Protektive Pak Plastek™","Active","Workstation Organizer","Storage","18.00"" L x 2.00"" W x 4.00"" H (457.2mm x 50.8mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/37050.pdf,-,37071-ND,37071,Desco,SHIPPR CIRBD 15-1/2X12-1/2X2-1/2,0,0,"10.51000","0","1","Protektive Pak®","Active","Card Carrier","Storage, Shipping","15.50"" L x 12.50"" W x 2.50"" H (393.7mm x 317.5mm x 63.5mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/47553.pdf,-,47553-ND,47553,Desco,ORGANIZER UNIVERSAL CORRUGATED,0,0,"10.62000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage","16.88"" L x 8.13"" W x 2.38"" H (428.8mm x 206.5mm x 60.5mm)","Corrugated Fiberboard","Dissipative"
-,-,2079-3691-ND,3691,"Conductive Containers, Inc.",CORREC-PAK SHIPPER 10 X 10 X 4.2,10,0,"10.71000","0","1","Correc Pak","Active","Card Carrier","Storage, Shipping","10.00"" L x 10.00"" W x 4.25"" H (254.0mm x 254.0mm x 108.0mm)","-","Dissipative Foam Insert, Hinged Lid"
http://documents.desco.com/PDF/38841.pdf,-,38849-ND,38849,Desco,SHIPPER PLASTEK CIRCUIT BOARD,0,0,"11.07000","0","1","Protektive Pak Plastek™","Active","Card Carrier","Storage, Shipping","10.50"" L x 8.50"" W x 1.50"" H (266.7mm x 215.9mm x 38.1mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Dissipative Foam Insert"
-,-,2079-3711-ND,3711,"Conductive Containers, Inc.",CORREC-PAK SHIPPER 12 X 12 X 3"",9,0,"11.08000","0","1","Correc Pak","Active","Card Carrier","Storage, Shipping","12.00"" L x 12.00"" W x 3.00"" H (304.8mm x 304.8mm x 76.2mm)","-","Dissipative Foam Insert, Hinged Lid"
http://documents.desco.com/PDF/38900.pdf,-,38910-ND,38910,Desco,BOX OPEN BIN PLASTEK 24X2X4,0,0,"11.13000","0","1","Protektive Pak Plastek™","Active","Workstation Organizer","Storage","24.00"" L x 2.00"" W x 4.00"" H (609.6mm x 50.8mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/57000.pdf,-,57008-ND,57008,Desco,BOX COND WITH FOAM 9X5X1.19,0,0,"11.19000","0","1","Protektive Pak®","Active","Card Carrier","Storage, Shipping","9.00"" L x 5.00"" W x 1.19"" H (228.6mm x 127.0mm x 30.2mm)","Polypropylene","Dissipative Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37050.pdf,-,37088-ND,37088,Desco,SHIPPER CIRC BD BOX ONLY 19X19X3,0,0,"11.30170","0","100","Protektive Pak®","Active","Box","Storage, Shipping","19.00"" L x 19.00"" W x 3.00"" H (482.6mm x 482.6mm x 76.2mm)","Corrugated Fiberboard","Conductive, Dissipative, Hinged Lid"
http://documents.desco.com/PDF/38900.pdf,-,38904-ND,38904,Desco,BOX OPEN BIN PLASTEK 18X4X4,0,0,"11.33000","0","1","Protektive Pak Plastek™","Active","Workstation Organizer","Storage","18.00"" L x 4.00"" W x 4.00"" H (457.2mm x 101.6mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.desco.com/PDF/38840.pdf,-,38854-ND,38854,Desco,SHIPPER PLASTEK CIRCUIT BOARD,0,0,"11.44000","0","1","Protektive Pak Plastek™","Active","Card Carrier","Storage, Shipping","12.50"" L x 10.50"" W x 2.50"" H (317.5mm x 266.7mm x 63.5mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/37500.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_37500.jpg,37500-ND,37500,Desco,STORAGE CONTAINER 17X9-7/8X7-1/4,0,0,"11.68000","0","1","Protektive Pak®","Active","Tote","Storage","17.00"" L x 9.88"" W x 7.25"" H (431.8mm x 250.8mm x 184.2mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37050.pdf,-,37077-ND,37077,Desco,SHIPPR CIRBD 20-1/2X15-1/2X1-1/2,0,0,"11.85240","0","100","Protektive Pak®","Active","Card Carrier","Storage, Shipping","20.50"" L x 15.50"" W x 1.50"" H (520.7mm x 393.7mm x 38.1mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.desco.com/PDF/38900.pdf,-,38903-ND,38903,Desco,BOX OPEN BIN PLASTEK 12X8X4,0,0,"11.91000","0","1","Protektive Pak Plastek™","Active","Workstation Organizer","Storage","12.00"" L x 8.00"" W x 4.00"" H (304.8mm x 203.2mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/37500.pdf,-,37532-ND,37532,Desco,CONTAINER21-7/8X18-7/8X8"",0,0,"11.94000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/57018.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_57017.jpg,57017-ND,57017,Desco,VELOSTAT ROUND CONTAINER,0,0,"11.95000","0","1","Velostat®","Active","Round Box","Storage, Transport","1.81"" Dia x 4.00"" H (46.0mm x 101.6mm)","Velostat™","Conductive, Lid Included"
http://documents.protektivepak.com/PDF/37050.pdf,-,37075-ND,37075,Desco,SHIPPR CIRBD 18-7/8X17-5/8X1-3/4,0,0,"12.03610","0","100","Protektive Pak®","Active","Card Carrier","Storage, Shipping","18.88"" L x 17.63"" W x 1.75"" H (479.4mm x 447.7mm x 44.5mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37130.pdf,-,37610-ND,37610,Desco,BOX BIN CLOSED REEL DIP/TUBE,0,0,"12.57000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage","24.38"" L x 2.69"" W x 15.25"" H (619.3mm x 68.3mm x 387.4mm)","Corrugated Fiberboard","Conductive"
http://documents.desco.com/PDF/38900.pdf,-,38905-ND,38905,Desco,BOX OPEN BIN PLASTEK 18X6X4,0,0,"12.61000","0","1","Protektive Pak Plastek™","Active","Workstation Organizer","Storage","18.00"" L x 6.00"" W x 4.00"" H (457.2mm x 152.4mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/37500.pdf,-,37506-ND,37506,Desco,STORAGE CONT 18-5/8X15X5-7/8,0,0,"12.74000","0","1","Protektive Pak®","Active","Tote","Storage","18.63"" L x 15.00"" W x 5.88"" H (473.1mm x 381.0mm x 149.2mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37050.pdf,-,37073-ND,37073,Desco,SHIPPER CIRC BD 16X12-1/4X3-1/2,0,0,"12.88000","0","1","Protektive Pak®","Active","Card Carrier","Storage, Shipping","16.00"" L x 12.25"" W x 3.50"" H (406.4mm x 311.2mm x 88.9mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37500.pdf,-,37520DES-ND,37520,Desco,STORAGE CONT 18-3/8X12-3/8X6-3/4,0,0,"13.10710","0","100","Protektive Pak®","Active","Tote","Storage","18.38"" L x 12.38"" W x 6.75"" H (466.7mm x 314.3mm x 171.5mm)","Corrugated Fiberboard","Dissipative"
http://documents.desco.com/PDF/38900.pdf,-,38907-ND,38907,Desco,BOX OPEN BIN PLASTEK 24X4X4,0,0,"13.64000","0","1","Protektive Pak Plastek™","Active","Workstation Organizer","Storage","24.00"" L x 4.00"" W x 4.00"" H (609.6mm x 101.6mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.mendapump.com/PDF/37033.pdf,-,37035-ND,37035,Desco,CB SHPPR 10-1/2X8-1/2X1-1/2,0,0,"13.91000","0","1","Protektive Pak®","Active","Box","Storage, Shipping","10.50"" L x 8.50"" W x 1.50"" H (266.7mm x 215.9mm x 38.1mm)","Corrugated Fiberboard","Conductive, Foam Insert, Hinged Lid"
http://documents.desco.com/PDF/38841.pdf,-,38852-ND,38852,Desco,SHIPPER PLASTEK CIRCUIT BOARD,0,0,"13.94000","0","1","Protektive Pak Plastek™","Active","Card Carrier","Storage, Shipping","10.50"" L x 8.50"" W x 2.50"" H (266.7mm x 215.9mm x 63.5mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Dissipative Foam Insert"
http://documents.protektivepak.com/PDF/37814.pdf,-,37814-ND,37814,Desco,TRASH RECEP SM 12-1/2X10X14'',0,0,"14.03000","0","1","Protektive Pak®","Active","Trash Receptacle","-","12.50"" L x 10.00"" W x 14.00"" H (317.5mm x 254.0mm x 355.6mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37130.pdf,-,37611-ND,37611,Desco,BOX BIN CLOSED REEL DIP/TUBE,0,0,"14.32000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage","24.38"" L x 4.69"" W x 15.25"" H (619.3mm x 119.1mm x 387.4mm)","Corrugated Fiberboard","Conductive"
http://documents.desco.com/PDF/38900.pdf,-,38908-ND,38908,Desco,BOX OPEN BIN PLASTEK 24X6X4,0,0,"14.32000","0","1","Protektive Pak Plastek™","Active","Workstation Organizer","Storage","24.00"" L x 6.00"" W x 4.00"" H (609.6mm x 152.4mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/39201.pdf,-,39206-ND,39206,Desco,TRY 10-1/2X8-3/4X1- 1/2 12CELL,0,0,"14.56000","0","1","Protektive Pak®","Active","Tray","Storage, Transport","10.50"" L x 8.75"" W x 1.50"" H (266.7mm x 222.3mm x 38.1mm)","Styrene","12 Cells, Conductive"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/37752_Web.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37752.jpg,37752-ND,37752,Desco,TEK-TRAY 12 X 8-5/8 X 1-3/4,0,0,"15.38000","0","1","Tek-Tray","Active","Tray","Storage, Transport","12.00"" L x 8.63"" W x 1.75"" H (304.8mm x 219.2mm x 44.5mm)","Corrugated Fiberboard","Dissipative, Foam Insert, Stackable"
http://documents.desco.com/PDF/37810.pdf,-,37811-ND,37811,Desco,TRASH REC 13-1/2X12X13-1/4,0,0,"15.52000","0","1","Protektive Pak Plastek™","Active","Trash Receptacle","-","13.50"" L x 12.00"" W x 13.25"" H (342.9mm x 304.8mm x 336.6mm)","Corrugated Fiberboard","Conductive Handles, Dissipative"
http://protektivepak.descoindustries.com/Catalog/2016-Protektive-Pak-Catalog.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37566.jpg,37566-ND,37566,Desco,HLDR 5SLT 5-3/4X8-1/4X7-1/4"",0,0,"15.70000","0","1","Protektive Pak®","Active","Reel Holder","Storage","5.75"" L x 8.27"" W x 7.24"" H (146.0mm x 210.0mm x 184.0mm)","Corrugated Fiberboard","5 Cells, Dissipative"
-,-,2079-PTP2525-200-ND,PTP2525-200,"Conductive Containers, Inc.",TACKI PAK PEDESTAL 2-9/16 X 2-9/,20,0,"15.79000","0","1","Tacki Pak","Active","Card Carrier","Shipping","2.56"" L x 2.56"" W x 0.50"" H (65.1mm x 65.1mm x 12.7mm)","-","Hinged Lid"
-,-,2079-PTP2525-500-ND,PTP2525-500,"Conductive Containers, Inc.",TACKI PAK PEDESTAL 2-9/16 X 2-9/,20,0,"15.79000","0","1","Tacki Pak","Active","Card Carrier","Shipping","2.56"" L x 2.56"" W x 0.50"" H (65.1mm x 65.1mm x 12.7mm)","-","Hinged Lid"
-,-,2079-PTP2525-750-ND,PTP2525-750,"Conductive Containers, Inc.",TACKI PAK PEDESTAL 2-9/16 X 2-9/,20,0,"15.79000","0","1","Tacki Pak","Active","Card Carrier","Shipping","2.56"" L x 2.56"" W x 0.50"" H (65.1mm x 65.1mm x 12.7mm)","-","Hinged Lid"
-,-,2079-PTP2525-375-ND,PTP2525-375,"Conductive Containers, Inc.",TACKI PAK PEDESTAL 2-9/16 X 2-9/,0,0,"15.79000","0","1","Tacki Pak","Active","Card Carrier","Shipping","2.56"" L x 2.56"" W x 0.50"" H (65.1mm x 65.1mm x 12.7mm)","-","Hinged Lid"
http://documents.protektivepak.com/PDF/37650.pdf,-,37650-ND,37650,Desco,TRAY BDHNDLR 17-3/4X10-3/4X2-1/8,0,0,"16.30000","0","1","Protektive Pak®","Active","Tray","Transport","17.75"" L x 10.75"" W x 2.13"" H (450.9mm x 273.1mm x 54.1mm)","Corrugated Fiberboard","Dissipative, Foam Insert, Stackable"
http://documents.protektivepak.com/PDF/37050.pdf,-,37079-ND,37079,Desco,SHIPPR CIRBD 20-1/2X15-1/2X2-1/2,0,0,"16.44000","0","1","Protektive Pak®","Active","Card Carrier","Storage, Shipping","20.50"" L x 15.50"" W x 2.50"" H (520.7mm x 393.7mm x 63.5mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.desco.com/PDF/38841.pdf,-,38855-ND,38855,Desco,SHIPPER PLASTEK CIRCUIT BOARD,0,0,"16.83000","0","1","Protektive Pak Plastek™","Active","Card Carrier","Storage, Shipping","12.50"" L x 10.50"" W x 2.50"" H (317.5mm x 266.7mm x 63.5mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Dissipative Foam Insert"
http://documents.protektivepak.com/PDF/37500.pdf,-,37516-ND,37516,Desco,STORAGE CONT 22-7/8X12-7/8X6,0,0,"16.94000","0","1","Protektive Pak®","Active","Tote","Storage","22.88"" L x 12.88"" W x 6.00"" H (581.2mm x 327.2mm x 152.4mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37500.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_37500.jpg,37512-ND,37512,Desco,STORAGE CONTAINER 17X13X8-3/4,0,0,"17.44000","0","1","Protektive Pak®","Active","Tote","Storage","17.00"" L x 13.00"" W x 8.75"" H (431.8mm x 330.2mm x 222.3mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37226-ND,37226,Desco,ESD HANDLER 2-1/2X14-3/4X1-3/4,0,0,"17.57000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","14.75"" L x 2.50"" W x 1.75"" H (374.7mm x 63.5mm x 44.5mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37500.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_37500.jpg,37517-ND,37517,Desco,STORAGE CONT 22-7/8X12-7/8X8,0,0,"18.05000","0","1","Protektive Pak®","Active","Tote","Storage","22.88"" L x 12.88"" W x 8.00"" H (581.2mm x 327.2mm x 203.2mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37050.pdf,-,37087-ND,37087,Desco,SHIPPER CIRC BD W/FOAM 16X15X3,0,0,"18.57000","0","1","Protektive Pak®","Active","Card Carrier","Storage, Shipping","16.00"" L x 15.00"" W x 3.00"" H (406.4mm x 381.0mm x 76.2mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37650.pdf,-,37651-ND,37651,Desco,TRAY BDHNDLR 17-7/8X13-5/8X2-1/8,0,0,"19.24000","0","1","Protektive Pak®","Active","Tray","Transport","17.88"" L x 13.63"" W x 2.13"" H (454.2mm x 346.2mm x 54.1mm)","Corrugated Fiberboard","Dissipative, Foam Insert, Stackable"
